year,title,author,price,Shortlist/Longlist/Winner,ISBN-10,date,ISBN-13
2012,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Goodreads Choice Awards,Winner,0857897772,12/11/2012,9780857897770
2012,Gone Girl,Gillian Flynn,Goodreads Choice Awards,Winner,0297859404,12/11/2012,9780297859406
2012,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Goodreads Choice Awards,Winner,0141970170,12/11/2012,9780141970172
2012,A Thousand Mornings,Mary Oliver,Goodreads Choice Awards,Winner,1472153774,12/11/2012,9781472153777
2012,Fifty Shades Freed,E. L. James,Goodreads Choice Awards,Winner,3641285119,12/11/2012,9783641285111
2012,The Long Earth,Terry Pratchett and Stephen Baxter,Goodreads Choice Awards,Winner,144646573X,12/11/2012,9781446465738
2012,Insurgent,Veronica Roth,Goodreads Choice Awards,Winner,1474728634,12/11/2012,9781474728638
2012,The Fault in Our Stars,John Green,Goodreads Choice Awards,Winner,1410392929,12/11/2012,9781410392923
2012,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,Goodreads Choice Awards,Winner,0061959820,12/11/2012,9780061959820
2012,Insurgent,Veronica Roth,Goodreads Choice Awards,Winner,1474728634,12/11/2012,9781474728638
2012,Shadow of Night,Deborah Harkness,Goodreads Choice Awards,Winner,1101578939,12/11/2012,9781101578933
2012,Olivia and the Fairy Princesses,Ian Falconer,Goodreads Choice Awards,Winner,1442450282,12/11/2012,9781442450288
2013,The House of Hades,Rick Riordan,Goodreads Choice Awards,Winner,1423155157,12/10/2013,9781423155157
2013,The Ocean at the End of the Lane,Neil Gaiman,Goodreads Choice Awards,Winner,0062255673,12/10/2013,9780062255679
2013,And the Mountains Echoed,Khaled Hosseini,Goodreads Choice Awards,Winner,1408842440,12/10/2013,9781408842447
2013,Tangled,Emma Chase,Goodreads Choice Awards,Winner,1476761477,12/10/2013,9781476761473
2013,Beautiful Creatures,"Kami Garcia, Margaret Stohl, and artist Cassandra Jean",Goodreads Choice Awards,Winner,0141353481,12/10/2013,9780141353487
2013,Life After Life,Kate Atkinson,Goodreads Choice Awards,Winner,0606322663,12/10/2013,9780606322669
2013,Jim Henson: The Biography,Brian Jay Jones,Goodreads Choice Awards,Winner,0753550083,12/10/2013,9780753550083
2013,Doctor Sleep,Stephen King,Goodreads Choice Awards,Winner,147672766X,12/10/2013,9781476727660
2013,Hyperbole & a Half,Allie Brosh,Goodreads Choice Awards,Winner,1139494813,12/10/2013,9781139494816
2013,I am Malala,Malala Yousafzai,Goodreads Choice Awards,Winner,0297870939,12/10/2013,9780297870937
2013,Inferno,Dan Brown,Goodreads Choice Awards,Winner,9100137561,12/10/2013,9789100137564
2013,The Autistic Brain: Thinking Across the Spectrum,Temple Grandin and Richard Panek,Goodreads Choice Awards,Winner,1473501857,12/10/2013,9781473501850
2013,The Fall of Arthur,J. R. R. Tolkien,Goodreads Choice Awards,Winner,0544115899,12/10/2013,9780544115897
2013,Lover at Last,J. R. Ward,Goodreads Choice Awards,Winner,1101607718,12/10/2013,9781101607718
2013,MaddAddam,Margaret Atwood,Goodreads Choice Awards,Winner,0748130195,12/10/2013,9780748130191
2013,Allegiant,Veronica Roth,Goodreads Choice Awards,Winner,1477779078,12/10/2013,9781477779071
2013,Eleanor & Park,Rainbow Rowell,Goodreads Choice Awards,Winner,1404201629,12/10/2013,9781404201620
2013,Tequila Mockingbird: Cocktails with a Literary Twist,Tim Federle,Goodreads Choice Awards,Winner,0762448768,12/10/2013,9780762448760
2013,Cold Days,Jim Butcher,Goodreads Choice Awards,Winner,1101617004,12/10/2013,9781101617007
2013,The Day the Crayons Quit,Drew Daywalt and Oliver Jeffers,Goodreads Choice Awards,Winner,110162812X,12/10/2013,9781101628126
2014,The Blood of Olympus,Rick Riordan,Goodreads Choice Awards,Winner,0141339233,12/9/2014,9780141339238
2014,The Book of Life,Deborah Harkness,Goodreads Choice Awards,Winner,1501479814,12/9/2014,9781501479816
2014,Landline,Rainbow Rowell,Goodreads Choice Awards,Winner,146685037X,12/9/2014,9781466850378
2014,Red Rising,Pierce Brown,Goodreads Choice Awards,Winner,1444759000,12/9/2014,9781444759006
2014,Serenity: Leaves on the Wind,"Zack Whedon, Fábio Moon, and Daniel Dos Santos",Goodreads Choice Awards,Winner,1476631603,12/9/2014,9781476631608
2014,All the Light We Cannot See,Anthony Doerr,Goodreads Choice Awards,Winner,1476746583,12/9/2014,9781476746586
2014,The Romanov Sisters,Helen Rappaport,Goodreads Choice Awards,Winner,1250020212,12/9/2014,9781250020215
2014,Prince Lestat,Anne Rice,Goodreads Choice Awards,Winner,0525434739,12/9/2014,9780525434733
2014,Yes Please,Amy Poehler,Goodreads Choice Awards,Winner,1499462581,12/9/2014,9781499462586
2014,This Star Won't Go Out,Esther Earl,Goodreads Choice Awards,Winner,0141354054,12/9/2014,9780141354057
2014,Mr. Mercedes,Stephen King,Goodreads Choice Awards,Winner,6020351262,12/9/2014,9786020351261
2014,The Opposite of Loneliness,Marina Keegan,Goodreads Choice Awards,Winner,147675361X,12/9/2014,9781476753614
2014,Lullabies,Lang Leav,Goodreads Choice Awards,Winner,1449462928,12/9/2014,9781449462925
2014,Written in My Own Heart's Blood,Diana Gabaldon,Goodreads Choice Awards,Winner,1409141381,12/9/2014,9781409141389
2014,The Martian,Andy Weir,Goodreads Choice Awards,Winner,147358339X,12/9/2014,9781473583399
2014,City of Heavenly Fire,Cassandra Clare,Goodreads Choice Awards,Winner,1481444425,12/9/2014,9781481444422
2014,We Were Liars,E. Lockhart,Goodreads Choice Awards,Winner,152476695X,12/9/2014,9781524766955
2014,#GIRLBOSS,Sophia Amoruso,Goodreads Choice Awards,Winner,,12/9/2014,
2014,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Goodreads Choice Awards,Winner,0770434495,12/9/2014,9780770434496
2014,The Pigeon Needs a Bath! (I Do Not!),Mo Willems,Goodreads Choice Awards,Winner,1003843816,12/9/2014,9781003843818
2015,The Sword of Summer,Rick Riordan,Goodreads Choice Awards,Winner,0141342439,12/8/2015,9780141342436
2015,Trigger Warning: Short Fictions & Disturbances,Neil Gaiman,Goodreads Choice Awards,Winner,1472217705,12/8/2015,9781472217707
2015,Go Set a Watchman,Harper Lee,Goodreads Choice Awards,Winner,0062442287,12/8/2015,9780062442284
2015,Red Queen,Victoria Aveyard,Goodreads Choice Awards,Winner,1409150739,12/8/2015,9781409150732
2015,"Saga, Volume 4",Brian K. Vaughan and Fiona Staples,Goodreads Choice Awards,Winner,1534309349,12/8/2015,9781534309340
2015,The Nightingale,Kristin Hannah,Goodreads Choice Awards,Winner,1250178622,12/8/2015,9781250178626
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Goodreads Choice Awards,Winner,0553446754,12/8/2015,9780553446753
2015,Saint Odd,Dean Koontz,Goodreads Choice Awards,Winner,,12/8/2015,
2015,Why Not Me?,Mindy Kaling,Goodreads Choice Awards,Winner,,12/8/2015,9798822532656
2015,A Work in Progress,Connor Franta,Goodreads Choice Awards,Winner,1501145932,12/8/2015,9781501145933
2015,The Girl on the Train,Paula Hawkins,Goodreads Choice Awards,Winner,1400026792,12/8/2015,9781400026791
2015,Modern Romance: An Investigation,Aziz Ansari and Eric Klinenberg,Goodreads Choice Awards,Winner,,12/8/2015,
2015,The Dogs I Have Kissed,Trista Mateer,Goodreads Choice Awards,Winner,1771681756,12/8/2015,9781771681759
2015,Confess,Colleen Hoover,Goodreads Choice Awards,Winner,1501176838,12/8/2015,9781501176838
2015,Golden Son,Pierce Brown,Goodreads Choice Awards,Winner,1444759043,12/8/2015,9781444759044
2015,Queen of Shadows,Sarah J. Maas,Goodreads Choice Awards,Winner,1408858622,12/8/2015,9781408858622
2015,All the Bright Places,Jennifer Niven,Goodreads Choice Awards,Winner,0593903900,12/8/2015,9780593903902
2015,The Pioneer Woman Cooks: Dinnertime,Ree Drummond,Goodreads Choice Awards,Winner,0062225251,12/8/2015,9780062225252
2015,The Day the Crayons Came Home,Drew Daywalt and Oliver Jeffers,Goodreads Choice Awards,Winner,0698182383,12/8/2015,9780698182387
2015,"Beneath the Surface: Killer Whales, SeaWorld, and the Truth Beyond Blackfish",John Hargrove,Goodreads Choice Awards,Winner,1137280107,12/8/2015,9781137280107
2016,The Hidden Oracle,Rick Riordan,Goodreads Choice Awards,Winner,0141363940,12/13/2016,9780141363943
2016,Harry Potter and the Cursed Child,J. K. Rowling,Goodreads Choice Awards,Winner,1496840550,12/13/2016,9781496840554
2016,Truly Madly Guilty,Liane Moriarty,Goodreads Choice Awards,Winner,1250069815,12/13/2016,9781250069818
2016,Rebel of the Sands,Alwyn Hamilton,Goodreads Choice Awards,Winner,0698410424,12/13/2016,9780698410428
2016,Adulthood is a Myth,Sarah Andersen,Goodreads Choice Awards,Winner,1449478964,12/13/2016,9781449478964
2016,The Underground Railroad,Colson Whitehead,Goodreads Choice Awards,Winner,1410392880,12/13/2016,9781410392886
2016,Leonard: My Fifty-Year Friendship with a Remarkable Man,William Shatner,Goodreads Choice Awards,Winner,0283072547,12/13/2016,9780283072543
2016,The Fireman,Joe Hill,Goodreads Choice Awards,Winner,0062200658,12/13/2016,9780062200655
2016,The Girl with the Lower Back Tattoo,Amy Schumer,Goodreads Choice Awards,Winner,1501139908,12/13/2016,9781501139901
2016,When Breath Becomes Air,Paul Kalanithi,Goodreads Choice Awards,Winner,342343418X,12/13/2016,9783423434188
2016,End of Watch,Stephen King,Goodreads Choice Awards,Winner,1473634024,12/13/2016,9781473634022
2016,Hamilton: The Revolution,Lin-Manuel Miranda and Jeremy McCarter,Goodreads Choice Awards,Winner,1408709244,12/13/2016,9781408709245
2016,The Princess Saves Herself in This One,Amanda Lovelace,Goodreads Choice Awards,Winner,1449486444,12/13/2016,9781449486440
2016,It Ends with Us,Colleen Hoover,Goodreads Choice Awards,Winner,1982143657,12/13/2016,9781982143657
2016,Morning Star,Pierce Brown,Goodreads Choice Awards,Winner,0345539850,12/13/2016,9780345539854
2016,A Court of Mist and Fury,Sarah J. Maas,Goodreads Choice Awards,Winner,1408857898,12/13/2016,9781408857892
2016,Salt to the Sea,Ruta Sepetys,Goodreads Choice Awards,Winner,0028671104,12/13/2016,9780028671109
2016,Cravings,Chrissy Teigen,Goodreads Choice Awards,Winner,0718188152,12/13/2016,9780718188153
2016,The Thank You Book,Mo Willems,Goodreads Choice Awards,Winner,,12/13/2016,9798216056126
2016,Are We Smart Enough to Know How Smart Animals Are?,Frans De Waal,Goodreads Choice Awards,Winner,1783783052,12/13/2016,9781783783052
2017,The Ship of the Dead,Rick Riordan,Goodreads Choice Awards,Winner,0241359457,12/5/2017,9780241359457
2017,Fantastic Beasts and Where to Find Them: The Original Screenplay,J. K. Rowling,Goodreads Choice Awards,Winner,1781107149,12/5/2017,9781781107140
2017,Little Fires Everywhere,Celeste Ng,Goodreads Choice Awards,Winner,2808019912,12/5/2017,9782808019910
2017,The Hate U Give,Angie Thomas,Goodreads Choice Awards,Winner,0028665325,12/5/2017,9780028665320
2017,Big Mushy Happy Lump,Sarah Andersen,Goodreads Choice Awards,Winner,1449485499,12/5/2017,9781449485498
2017,Before We Were Yours,Lisa Wingate,Goodreads Choice Awards,Winner,0425284697,12/5/2017,9780425284698
2017,The Radium Girls: The Dark Story of America's Shining Women,Kate Moore,Goodreads Choice Awards,Winner,1471153894,12/5/2017,9781471153891
2017,Sleeping Beauties,Stephen King and Owen King,Goodreads Choice Awards,Winner,1473665213,12/5/2017,9781473665217
2017,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),Lauren Graham,Goodreads Choice Awards,Winner,0425285189,12/5/2017,9780425285183
2017,What Happened,Hillary Rodham Clinton,Goodreads Choice Awards,Winner,1471166953,12/5/2017,9781471166952
2017,Into the Water,Paula Hawkins,Goodreads Choice Awards,Winner,1473542219,12/5/2017,9781473542211
2017,How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,Goodreads Choice Awards,Winner,0425286479,12/5/2017,9780425286470
2017,The Sun and Her Flowers,Rupi Kaur,Goodreads Choice Awards,Winner,1761106147,12/5/2017,9781761106149
2017,Without Merit,Colleen Hoover,Goodreads Choice Awards,Winner,1501170635,12/5/2017,9781501170638
2017,Artemis,Andy Weir,Goodreads Choice Awards,Winner,1473582318,12/5/2017,9781473582316
2017,A Court of Wings and Ruin,Sarah J. Maas,Goodreads Choice Awards,Winner,1526634260,12/5/2017,9781526634269
2017,The Hate U Give,Angie Thomas,Goodreads Choice Awards,Winner,0028665325,12/5/2017,9780028665320
2017,The Pioneer Woman Cooks: Come and Get It!,Ree Drummond,Goodreads Choice Awards,Winner,0062835548,12/5/2017,9780062835543
2017,We're All Wonders,R. J. Palacio,Goodreads Choice Awards,Winner,0141386428,12/5/2017,9780141386423
2017,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Goodreads Choice Awards,Winner,0393609405,12/5/2017,9780393609400
2018,The Burning Maze,Rick Riordan,Goodreads Choice Awards,Winner,0141364025,12/11/2018,9780141364025
2018,Circe,Madeline Miller,Goodreads Choice Awards,Winner,6020628957,12/11/2018,9786020628950
2018,Still Me,Jojo Moyes,Goodreads Choice Awards,Winner,1405924217,12/11/2018,9781405924214
2018,Children of Blood and Bone,Tomi Adeyemi,Goodreads Choice Awards,Winner,1509871365,12/11/2018,9781509871360
2018,Herding Cats,Sarah Andersen,Goodreads Choice Awards,Winner,1449493319,12/11/2018,9781449493318
2018,The Great Alone,Kristin Hannah,Goodreads Choice Awards,Winner,1447286014,12/11/2018,9781447286011
2018,The Good Neighbor: The Life and Work of Fred Rogers,Maxwell King,Goodreads Choice Awards,Winner,1432869159,12/11/2018,9781432869151
2018,Elevation,Stephen King,Goodreads Choice Awards,Winner,1982102330,12/11/2018,9781982102333
2018,The Last Black Unicorn,Tiffany Haddish,Goodreads Choice Awards,Winner,1669351289,12/11/2018,9781669351283
2018,Educated,Tara Westover,Goodreads Choice Awards,Winner,,12/11/2018,
2018,The Outsider,Stephen King,Goodreads Choice Awards,Winner,1501181009,12/11/2018,9781501181009
2018,I'll Be Gone in the Dark,Michelle McNamara,Goodreads Choice Awards,Winner,,12/11/2018,
2018,The Witch Doesn't Burn in This One,Amanda Lovelace,Goodreads Choice Awards,Winner,1449495028,12/11/2018,9781449495022
2018,The Kiss Quotient,Helen Hoang,Goodreads Choice Awards,Winner,0451490819,12/11/2018,9780451490810
2018,Vengeful,VE Schwab,Goodreads Choice Awards,Winner,1785652494,12/11/2018,9781785652493
2018,Kingdom of Ash,Sarah J. Maas,Goodreads Choice Awards,Winner,1408872927,12/11/2018,9781408872925
2018,Leah on the Offbeat,Becky Albertalli,Goodreads Choice Awards,Winner,0241331072,12/11/2018,9780241331071
2018,The Hate U Give,Angie Thomas,Goodreads Choice Awards,Winner,0028665325,12/11/2018,9780028665320
2018,Cravings: Hungry for More,Chrissy Teigen and Adeena Sussman,Goodreads Choice Awards,Winner,1524759732,12/11/2018,9781524759735
2018,I Am Enough,Grace Byers,Goodreads Choice Awards,Winner,0062667122,12/11/2018,9780062667120
2018,The Rise and Fall of the Dinosaurs,Steve Brusatte,Goodreads Choice Awards,Winner,,12/11/2018,
2019,The Tyrant's Tomb,Rick Riordan,Goodreads Choice Awards,Winner,0141364068,12/10/2019,9780141364063
2019,"Red, White & Royal Blue",Casey McQuiston,Goodreads Choice Awards,Winner,,12/10/2019,
2019,Ninth House,Leigh Bardugo,Goodreads Choice Awards,Winner,1250313082,12/10/2019,9781250313089
2019,The Testaments,Margaret Atwood,Goodreads Choice Awards,Winner,0771009437,12/10/2019,9780771009433
2019,Pumpkin Heads,Rainbow Rowell and Faith Erin Hicks,Goodreads Choice Awards,Winner,1250269067,12/10/2019,9781250269065
2019,Daisy Jones & The Six,Taylor Jenkins Reid,Goodreads Choice Awards,Winner,7772468199,12/10/2019,9787772468191
2019,The Five,Hallie Rubenhold,Goodreads Choice Awards,Winner,1328663817,12/10/2019,9781328663818
2019,The Institute,Stephen King,Goodreads Choice Awards,Winner,1529355427,12/10/2019,9781529355420
2019,Dear Girls,Ali Wong,Goodreads Choice Awards,Winner,,12/10/2019,
2019,Over the Top,Jonathan Van Ness,Goodreads Choice Awards,Winner,1669363805,12/10/2019,9781669363804
2019,The Silent Patient,Alex Michaelides,Goodreads Choice Awards,Winner,,12/10/2019,
2019,"Girl, Stop Apologizing",Rachel Hollis,Goodreads Choice Awards,Winner,,12/10/2019,
2019,Shout,Laurie Halse Anderson,Goodreads Choice Awards,Winner,0698195264,12/10/2019,9780698195264
2019,"Red, White & Royal Blue",Casey McQuiston,Goodreads Choice Awards,Winner,,12/10/2019,
2019,Recursion,Blake Crouch,Goodreads Choice Awards,Winner,1509866698,12/10/2019,9781509866694
2019,The Wicked King,Holly Black,Goodreads Choice Awards,Winner,0316310336,12/10/2019,9780316310338
2019,Five Feet Apart,Rachael Lippincott,Goodreads Choice Awards,Winner,1534451560,12/10/2019,9781534451568
2019,Antoni in the Kitchen,Antoni Porowski,Goodreads Choice Awards,Winner,1328631346,12/10/2019,9781328631343
2019,A Beautiful Day in the Neighborhood,Fred Rogers and Luke Flowers,Goodreads Choice Awards,Winner,1683691148,12/10/2019,9781683691143
2019,Will My Cats Eat My Eyeballs?,Caitlin Doughty,Goodreads Choice Awards,Winner,147461342X,12/10/2019,9781474613422
2020,The Tower of Nero,Rick Riordan,Goodreads Choice Awards,Winner,0141364106,12/8/2020,9780141364100
2020,Such a Fun Age,Kiley Reid,Goodreads Choice Awards,Winner,1526612178,12/8/2020,9781526612175
2020,House of Earth and Blood,Sarah J. Maas,Goodreads Choice Awards,Winner,1408884402,12/8/2020,9781408884409
2020,The Midnight Library,Matt Haig,Goodreads Choice Awards,Winner,,12/8/2020,
2020,"Heartstopper, Volume Three",Alice Oseman,Goodreads Choice Awards,Winner,1444952781,12/8/2020,9781444952780
2020,The Vanishing Half,Brit Bennett,Goodreads Choice Awards,Winner,,12/8/2020,
2020,Caste: The Origins of Our Discontents,Isabel Wilkerson,Goodreads Choice Awards,Winner,0593230264,12/8/2020,9780593230268
2020,Mexican Gothic,Silvia Moreno-Garcia,Goodreads Choice Awards,Winner,0525620796,12/8/2020,9780525620792
2020,Strange Planet,Nathan W. Pyle,Goodreads Choice Awards,Winner,1472275861,12/8/2020,9781472275868
2020,A Promised Land,Barack Obama,Goodreads Choice Awards,Winner,1642939064,12/8/2020,9781642939064
2020,The Guest List,Lucy Foley,Goodreads Choice Awards,Winner,0062868950,12/8/2020,9780062868954
2020,"Stamped: Racism, Antiracism, & You",Jason Reynolds and Ibram X. Kendi,Goodreads Choice Awards,Winner,0316453706,12/8/2020,9780316453707
2020,Dearly: New Poems,Margaret Atwood,Goodreads Choice Awards,Winner,0063032511,12/8/2020,9780063032514
2020,From Blood & Ash,Jennifer L. Armentrout,Goodreads Choice Awards,Winner,1952457017,12/8/2020,9781952457012
2020,To Sleep in a Sea of Stars,Christopher Paolini,Goodreads Choice Awards,Winner,1250762901,12/8/2020,9781250762900
2020,The Queen of Nothing,Holly Black,Goodreads Choice Awards,Winner,0316310409,12/8/2020,9780316310406
2020,Clap When You Land,Elizabeth Acevedo,Goodreads Choice Awards,Winner,1471409139,12/8/2020,9781471409134
2020,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,Goodreads Choice Awards,Winner,080418707X,12/8/2020,9780804187077
2020,Antiracist Baby,Ibram X. Kendi and Ashley Lukashevsky,Goodreads Choice Awards,Winner,0241512379,12/8/2020,9780241512371
2020,A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough and Jonnie Hughes,Goodreads Choice Awards,Winner,1473584884,12/8/2020,9781473584884
2021,Daughter of the Deep,Rick Riordan,Goodreads Choice Awards,Winner,0241538211,12/7/2021,9780241538210
2021,The Spanish Love Deception,Elena Armas,Goodreads Choice Awards,Winner,1398515639,12/7/2021,9781398515635
2021,A Court of Silver Flames,Sarah J. Maas,Goodreads Choice Awards,Winner,,12/7/2021,9791223059524
2021,"Beautiful World, Where Are You",Sally Rooney,Goodreads Choice Awards,Winner,0571365434,12/7/2021,9780571365432
2021,Lore Olympus,Rachel Smythe,Goodreads Choice Awards,Winner,059359908X,12/7/2021,9780593599082
2021,Malibu Rising,Taylor Jenkins Reid,Goodreads Choice Awards,Winner,,12/7/2021,
2021,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,Goodreads Choice Awards,Winner,1529063086,12/7/2021,9781529063080
2021,The Final Girl Support Group,Grady Hendrix,Goodreads Choice Awards,Winner,0593201256,12/7/2021,9780593201251
2021,Broken (in the Best Possible Way),Jenny Lawson,Goodreads Choice Awards,Winner,1250077052,12/7/2021,9781250077059
2021,Crying in H Mart,Michelle Zauner,Goodreads Choice Awards,Winner,,12/7/2021,
2021,The Last Thing He Told Me,Laura Dave,Goodreads Choice Awards,Winner,1501171364,12/7/2021,9781501171369
2021,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,Goodreads Choice Awards,Winner,0525555226,12/7/2021,9780525555223
2021,The Hill We Climb,Amanda Gorman,Goodreads Choice Awards,Winner,3455011772,12/7/2021,9783455011777
2021,People We Meet on Vacation,Emily Henry,Goodreads Choice Awards,Winner,1984806769,12/7/2021,9781984806765
2021,Project Hail Mary,Andy Weir,Goodreads Choice Awards,Winner,,12/7/2021,
2021,Rule of Wolves,Leigh Bardugo,Goodreads Choice Awards,Winner,1250809665,12/7/2021,9781250809667
2021,Firekeeper's Daughter,Angeline Boulley,Goodreads Choice Awards,Winner,1250766575,12/7/2021,9781250766571
2022,I Am Quiet,Andie Powers,Goodreads Choice Awards,Winner,083484415X,12/6/2022,9780834844155
2022,Lessons in Chemistry,Bonnie Garmus,Goodreads Choice Awards,Winner,,12/6/2022,
2022,House of Sky and Breath,Sarah J. Maas,Goodreads Choice Awards,Winner,1635574080,12/6/2022,9781635574081
2022,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,Goodreads Choice Awards,Winner,0593466497,12/6/2022,9780593466490
2022,"Heartstopper, Volume Four",Alice Oseman,Goodreads Choice Awards,Winner,1444952803,12/6/2022,9781444952803
2022,Carrie Soto is Back,Taylor Jenkins Reid,Goodreads Choice Awards,Winner,1529152143,12/6/2022,9781529152142
2022,Bad Gays: A Homosexual History,Huw Lemmey,Goodreads Choice Awards,Winner,1839763280,12/6/2022,9781839763281
2022,Hidden Pictures,Jason Rekulak,Goodreads Choice Awards,Winner,1250819369,12/6/2022,9781250819369
2022,The Office BFFs,Jenna Fischer and Angela Kinsey,Goodreads Choice Awards,Winner,0063007606,12/6/2022,9780063007604
2022,I'm Glad My Mom Died,Jennette McCurdy,Goodreads Choice Awards,Winner,,12/6/2022,9791222460345
2022,The Maid,Nita Prose,Goodreads Choice Awards,Winner,0593356160,12/6/2022,9780593356166
2022,Atlas of the Heart,Brené Brown,Goodreads Choice Awards,Winner,,12/6/2022,
2022,Call Us What We Carry,Amanda Gorman,Goodreads Choice Awards,Winner,3455011772,12/6/2022,9783455011777
2022,Book Lovers,Emily Henry,Goodreads Choice Awards,Winner,0593334841,12/6/2022,9780593334843
2022,Sea of Tranquility,Emily St. John Mandel,Goodreads Choice Awards,Winner,1529083524,12/6/2022,9781529083521
2022,Gallant,V. E. Schwab,Goodreads Choice Awards,Winner,1785658697,12/6/2022,9781785658693
2022,The Final Gambit,Jennifer Lynn Barnes,Goodreads Choice Awards,Winner,0316371122,12/6/2022,9780316371124
2023,Weyward,Emilia Hart,Goodreads Choice Awards,Winner,1250280818,12/5/2023,9781250280817
2023,Hell Bent,Leigh Bardugo,Goodreads Choice Awards,Winner,1473228042,12/5/2023,9781473228047
2023,Yellowface,R. F. Kuang,Goodreads Choice Awards,Winner,0063250845,12/5/2023,9780063250840
2023,Weyward,Emilia Hart,Goodreads Choice Awards,Winner,1250280818,12/5/2023,9781250280817
2023,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,Goodreads Choice Awards,Winner,,12/5/2023,9791222421414
2023,Holly,Stephen King,Goodreads Choice Awards,Winner,1668016133,12/5/2023,9781668016138
2023,Being Henry: The Fonz . . . and Beyond,Henry Winkler,Goodreads Choice Awards,Winner,1250888107,12/5/2023,9781250888105
2023,The Woman in Me,Britney Spears,Goodreads Choice Awards,Winner,1761107658,12/5/2023,9781761107658
2023,The Housemaid's Secret,Freida McFadden,Goodreads Choice Awards,Winner,,12/5/2023,9791223046982
2023,"Poverty, by America",Matthew Desmond,Goodreads Choice Awards,Winner,,12/5/2023,
2023,Happy Place,Emily Henry,Goodreads Choice Awards,Winner,1405971711,12/5/2023,9781405971713
2023,Fourth Wing,Rebecca Yarros,Goodreads Choice Awards,Winner,,12/5/2023,
2023,In the Lives of Puppets,TJ Klune,Goodreads Choice Awards,Winner,1250217423,12/5/2023,9781250217424
2023,Divine Rivals,Rebecca Ross,Goodreads Choice Awards,Winner,1250857449,12/5/2023,9781250857446
2023,Check & Mate,Ali Hazelwood,Goodreads Choice Awards,Winner,,12/5/2023,
2024,Funny Story,"Emily Henry (author), Julia Whelan (narrator)",Goodreads Choice Awards,Winner,,12/5/2024,
2024,How to End a Love Story,Yulin Kuang,Goodreads Choice Awards,Winner,1399716581,12/5/2024,9781399716581
2024,Somewhere Beyond the Sea,T.J. Klune,Goodreads Choice Awards,Winner,1035009404,12/5/2024,9781035009404
2024,The Wedding People,Alison Espach,Goodreads Choice Awards,Winner,1399622765,12/5/2024,9781399622769
2024,The Women,Kristin Hannah,Goodreads Choice Awards,Winner,,12/5/2024,
2024,The Bookshop: A History of the American Bookstore,Evan Friss,Goodreads Choice Awards,Winner,0593299930,12/5/2024,9780593299937
2024,You Like It Darker,Stephen King,Goodreads Choice Awards,Winner,1668037718,12/5/2024,9781668037713
2024,The Third Gilmore Girl: A Memoir,Kelly Bishop,Goodreads Choice Awards,Winner,1529944953,12/5/2024,9781529944952
2024,The God of the Woods,Liz Moore,Goodreads Choice Awards,Winner,059341893X,12/5/2024,9780593418932
2024,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathon Haidt,Goodreads Choice Awards,Winner,,12/5/2024,9791223042878
2024,Funny Story,Emily Henry,Goodreads Choice Awards,Winner,0593441214,12/5/2024,9780593441213
2024,House of Flame and Shadow,Sarah J. Maas,Goodreads Choice Awards,Winner,1526650355,12/5/2024,9781526650351
2024,The Ministry of Time,Kaliane Bradley,Goodreads Choice Awards,Winner,3989838997,12/5/2024,9783989838994
2024,Ruthless Vows,Rebecca Ross,Goodreads Choice Awards,Winner,375546618X,12/5/2024,9783755466185
2024,Heartstopper: Volume Five,Alice Oseman,Goodreads Choice Awards,Winner,144495766X,12/5/2024,9781444957662
,,,,,,,
2016,Daldossi oder Das Leben des Augenblicks,Sabine Gruber,Österreichischer Buchpreis,Shortlist,3406697410,10/11/2016,9783406697418
2016,Suchbild mit Katze,Peter Henisch,Österreichischer Buchpreis,Shortlist,3552063315,10/11/2016,9783552063310
2016,fleurs,Friederike Mayröcker,Österreichischer Buchpreis,Winner,3518744836,10/11/2016,9783518744833
2016,Die Annäherung,Anna Mitgutsch,Österreichischer Buchpreis,Shortlist,3641160057,10/11/2016,9783641160050
2016,Die Auswandernden,Peter Waterhouse / Nanne Meyer,Österreichischer Buchpreis,Shortlist,392289528X,10/11/2016,9783922895282
2016,Das Mädchen mit dem Fingerhut,Michael Köhlmeier,Österreichischer Buchpreis,Longlist,3446251928,9/6/2016,9783446251922
2016,Nachtsendung,Kathrin Röggla,Österreichischer Buchpreis,Longlist,3104036829,9/6/2016,9783104036823
2016,Gemischter Satz,Daniela Emminger,Österreichischer Buchpreis,Longlist,3707605817,9/6/2016,9783707605815
